,Unnamed: 0,PlaylistID,PlaylistName,Category,SubCategory,AvgDuration
282,945,5205,Hồng Lâu Mộng 1,Truyện nói,Kinh điển Quốc tế,31.2
283,792,5000,Truyện Ngắn Hay 2017,Truyện nói,Văn học VN Hiện đại,31.175
284,67,3927,7 Câu Hỏi Thần Kỳ Của Sếp Giỏi,Sách nói,Lãnh đạo,31.16428571428572
285,950,5211,Những Tấm Lòng Cao Cả,Truyện nói,Kinh điển Quốc tế,31.1
286,752,4949,Bí Mật Của Cảm Hứng Và Say Mê,Sách nói,Thành công,31.1
287,646,4816,Tường Vi Đêm Đầu Tiên (Tập 2),Truyện nói,Ngôn tình,31.05
288,253,4320,Đêm Hội Long Trì,Truyện nói,Kinh điển Việt Nam,31.03333333333333
289,649,4819,Mở Cửa Trái Tim,Sách nói,Hạnh phúc,30.85
290,583,4727,Căn phòng khoá,Truyện nói,Văn học Quốc tế Hiện đại,30.4
291,869,5102,Ngữ Pháp Tiếng Anh,Podcast,Học ngoại ngữ,30.4
292,354,4444,Kỹ Nghệ Lấy Tây,Truyện nói,Kinh điển Việt Nam,30.26666666666667
293,399,4505,Dũng Sĩ Chép Còm,Thiếu nhi,Thiếu nhi,30.15
294,619,4780,Người thông minh giải quyết vấn đề như thế nào?,Sách nói,Kỹ năng,30.03
295,407,4516,Đồng Đồng Và Kỳ Kỳ,Truyện nói,Ngôn tình,29.8
296,634,4802,Xuyên Qua Nỗi Sợ,Sách nói,Kỹ năng,29.425
297,832,5051,192 Hours - Giành Giật Sự Sống Từ Chuyến Bay Định Mệnh,Truyện nói,Văn học Quốc tế Hiện đại,29.4
298,914,5161,Khởi Nghiệp Tinh Gọn,Sách nói,Kinh doanh,29.35
299,497,4620,Đừng Bao Giờ Từ Bỏ Ước Mơ,Sách nói,Thành công,29.29375
300,655,4825,Nghệ thuật bán hàng bậc cao,Sách nói,Thành công,29.26923076923077
301,464,4582,[Sách Tóm Tắt] Nguyên Lý 80 - 20,Sách tóm tắt,Sách tóm tắt,29.2090909090909
302,635,4803,Tỏa Sáng Ở Trường Đại Học,Sách nói,Kỹ năng,29.2
303,656,4827,7 Thói Quen Của Teen Thành Đạt,Sách nói,Kỹ năng,29.18636363636365
304,193,4243,Sài Gòn Một Thuở Chưa Xa: Thầy Ơi Thương Lấy Dân Nghèo (Tập 3),Truyện nói,Văn học VN Hiện đại,29.175
305,47,3904,Sự Thực Về Giác Ngộ,Sách nói,Tâm linh,29.13500000000001
306,146,4182,Giàu Có Đâu Có Khó!,Sách nói,Kinh doanh,29.1
307,523,4661,Kiến Thức Cuộc Sống,Podcast,Kiến thức,29.06666666666666
308,804,5014,Sống Và Khát Vọng,Sách nói,Thành công,28.96666666666667
309,585,4729,Nghệ thuật sống tự tin,Sách nói,Hạnh phúc,28.92000000000001
310,85,3986,[Sách Tóm Tắt] Giàu Từ Chứng Khoán,Sách tóm tắt,Sách tóm tắt,28.81666666666667
311,658,4829,Sự Sống Bất Tử,Sách nói,Tâm linh,28.79444444444444
312,956,5221,Bí Mật Và Thực Tế Về Tự Kỉ Ám Thị,Sách nói,Tâm lý,28.67142857142857
313,791,4999,Truyện Ngắn Hay 2014,Truyện nói,Văn học VN Hiện đại,28.66
314,317,4403,Khu Vườn Bí Mật,Thiếu nhi,Thiếu nhi,28.6
315,498,4622,Tin Vào Chính Mình,Sách nói,Thành công,28.6
316,83,3981,[Sách Tóm Tắt] Đừng Bao Giờ Đi Ăn Một Mình,Sách tóm tắt,Sách tóm tắt,28.6
317,571,4714,Điều Kỳ Diệu của Thái Độ Sống,Sách nói,Hạnh phúc,28.6
318,269,4348,Mỉm Cười Cho Qua,Truyện nói,Văn học VN Hiện đại,28.575
319,113,4120,[Sách Tóm Tắt] Thế Giới Phẳng,Sách tóm tắt,Sách tóm tắt,28.5
320,653,4823,Bí quyết làm giàu của Napoleon Hill,Sách nói,Thành công,28.48
321,528,4666,Kết nối,Sách nói,Kỹ năng,28.45
322,145,4181,Giá Trị Của Sự Tử Tế,Sách nói,Hạnh phúc,28.44444444444444
323,746,4943,Đường Mây Trên Đất Hoa,Sách nói,Tâm linh,28.42666666666667
324,352,4441,Việc Làng,Truyện nói,Kinh điển Việt Nam,28.3
325,129,4163,[Sách Tóm Tắt] Tư Duy Như Một Kẻ Lập Dị,Sách tóm tắt,Sách tóm tắt,28.3
326,740,4936,Tuyển Tập Những Câu Chuyện Hay Nhất Của AESOP 1,Truyện nói,Văn học Quốc tế Hiện đại,28.21666666666667
327,682,4859,Bí ẩn của lão hóa,Sách nói,Sức khoẻ,28.18571428571428
328,615,4776,Khởi Hành,Sách nói,Thành công,28.0875
329,744,4941,Ý Chí Ngoài Đường Đua ,Sách nói,Danh nhân,27.96
330,140,4176,Công thức thành công,Sách nói,Thành công,27.95
331,650,4820,Đánh Thức Con Người Phi Thường Trong Bạn,Sách nói,Thành công,27.925
332,535,4675,Thức Tỉnh Mục Đích Sống,Sách nói,Hạnh phúc,27.675
333,80,3964,[Sách Tóm Tắt] Dạy Con Làm Giàu - Cha giàu Cha nghèo,Sách tóm tắt,Sách tóm tắt,27.66
334,38,3894,Sài Gòn Vang Bóng,Sách nói,Lịch sử,27.35384615384616
335,117,4140,[Sách Tóm Tắt] Tiền Không Bao Giờ Là Đủ,Sách tóm tắt,Sách tóm tắt,27.3
336,581,4725,Vươn Đến Sự Hoàn Thiện,Sách nói,Thành công,27.28571428571428
337,26,3882,"Nghĩ Thoáng, Làm Khôn Ngoan",Sách nói,Kỹ năng,27.2
338,444,4562,69,Truyện nói,Văn học Quốc tế Hiện đại,27.2
339,622,4783,Ta dại ta tìm nơi vắng vẻ,Sách nói,Hạnh phúc,27.15
340,163,4200,Tạo Lập Mối Quan Hệ Trong Kỷ Nguyên Số,Sách nói,Kỹ năng,27.1
341,209,4264,Thông Minh Cảm Xúc,Podcast,Kiến thức,27.1
342,162,4198,Sự Kết Thúc Của Thời Đại Giả Kim,Sách nói,Công nghệ,27.07142857142857
343,629,4793,Hạt Giống Tâm Hồn: Tuyển Chọn Những Câu Chuyện Hay Nhất,Sách nói,Hạnh phúc,26.81538461538461
344,786,4993,Thần Thoại Hy Lạp,Truyện nói,Kinh điển Quốc tế,26.81153846153846
345,53,3910,Sống Đời Bình An,Sách nói,Tâm linh,26.77272727272728
346,76,3946,[Sách Tóm Tắt] Con Đường Steve Jobs - Lãnh Đạo Cách Tân Cho Thế Hệ Mới,Sách tóm tắt,Sách tóm tắt,26.72857142857142
347,742,4939,Vị Giám Đốc Hiệu Qủa ,Sách nói,Kỹ năng,26.63333333333334
348,350,4439,Tắt Đèn,Truyện nói,Kinh điển Việt Nam,26.50833333333333
349,809,5025,Kinh Lương Hoàng Sám,Podcast,Pháp thoại,26.5
350,749,4946,Đường Mây Trong Cõi Mộng  ,Sách nói,Tâm linh,26.48125
351,111,4110,[Sách Tóm Tắt] Tâm Lý Học Thành Công,Sách tóm tắt,Sách tóm tắt,26.35
352,101,4083,[Sách Tóm Tắt] Phá Tan Sự Ngụy Biện,Sách tóm tắt,Sách tóm tắt,26.3
353,43,3899,"Đối Nhân Khéo, Xử Thế Hay",Sách nói,Kỹ năng,26.27333333333333
354,819,5035,Trang Tử Tâm Đắc,Sách nói,Danh nhân,26.21666666666667
355,763,4964,AQ Chính Truyện,Truyện nói,Kinh điển Quốc tế,26.15
356,569,4712,Dám ước mơ,Sách nói,Thành công,25.975
357,542,4683,Tư duy tích cực tạo thành công,Sách nói,Thành công,25.80555555555556
358,856,5087,Hồi Ký Rich Devos - Con đường tỷ phú,Sách nói,Danh nhân,25.8
359,613,4774,Bài học diệu kỳ từ chiếc xe rác,Sách nói,Hạnh phúc,25.75
360,796,5004,Những Người Khốn Khổ  1,Truyện nói,Kinh điển Quốc tế,25.74285714285714
361,242,4308,Marketing Sáng Tạo Dành Cho Doanh Nghiệp Nhỏ,Sách nói,Marketing,25.71428571428572
362,411,4520,Trả Lời Những Câu Hỏi Làm Sao,Podcast,Kiến thức,25.675
363,861,5092,Nghệ Thuật Nâng Cao Chất Lượng Công Việc,Sách nói,Kinh doanh,25.65
364,605,4761,Chicken Soup For The Kid's Soul - Chắp Cánh Tuổi Thơ,Thiếu nhi,Thiếu nhi,25.43333333333334
365,164,4201,Thành Công Trong Kinh Doanh Nhờ NLP,Sách nói,Kinh doanh,25.34
366,177,4216,Ứng Dụng Thành Công NLP,Sách nói,Kỹ năng,25.30769230769231
367,355,4445,Lấy Nhau Vì Tình,Truyện nói,Kinh điển Việt Nam,25.3
368,689,4867,"10 Bí Quyết Của Các MC, Diễn Giả",Sách nói,Kỹ năng,25.3
369,640,4808,Tại sao lo lắng? Hãy vui lên,Sách nói,Hạnh phúc,25.25
370,710,4895,Dành Cho Mẹ Món Quà Của Tình Yêu,Sách nói,Con cái,25.2
371,32,3888,Bên Bờ Sinh Tử - Gieo Nhân Lành Để Nhận Quả Lành,Sách nói,Tâm linh,25.18125000000001
372,65,3925,Bán Hàng Thời Kỹ Thuật Số,Sách nói,Kinh doanh,25.175
373,594,4744,Bánh răng khời nghiệp: Đường đến thành công,Sách nói,Kinh doanh,25.16
374,303,4389,Tiểu Sử Người Nổi Tiếng,Podcast,Giải trí,25.12
375,823,5039,OSHO - Sáng Tạo Bừng Cháy Sức Mạnh Bên Trong,Sách nói,Hạnh phúc,25.1
376,917,5164,Phương Pháp Kaizen,Sách nói,Kỹ năng,25.02857142857143
377,645,4815,Tường Vi Đêm Đầu Tiên (Tập 1),Truyện nói,Ngôn tình,24.96666666666667
378,447,4565,Mẹ Mỹ Dạy Con Tự Tin,Sách nói,Con cái,24.9
379,216,4273,[Sách Tóm Tắt] Phương Thức Amazon,Sách tóm tắt,Sách tóm tắt,24.85
380,790,4998,Truyện Cổ Grimm,Thiếu nhi,Thiếu nhi,24.65555555555556
381,157,4193,Nghĩ Khác Để Trở Thành Lãnh Đạo Xuất Sắc,Sách nói,Lãnh đạo,24.63333333333334
382,849,5080,Bát Chánh Đạo - Con Đường Đến Hạnh Phúc,Podcast,Pháp thoại,24.57
383,315,4401,Hoàng Tử Ivan,Thiếu nhi,Thiếu nhi,24.4
384,895,5133,Umbalena | Những Mảnh Ghép Tình Bạn,Thiếu nhi,Thiếu nhi,24.4
385,611,4772,Chữa Lành Nỗi Đau,Sách nói,Tâm lý,24.35
386,908,5155,Cùng Bé Khám Phá Tác Phẩm Kinh Điển - Tam Quốc Diễn Nghĩa,Thiếu nhi,Thiếu nhi,24.33333333333333
387,514,4652,Sử Ta - Chuyện Xưa Kể Lại Tập 1,Sách nói,Lịch sử,24.29565217391305
388,794,5002,GAM7 Book No 3: Viral - Lan Truyền,Sách nói,Marketing,24.2
389,215,4271,Câu Chuyện Đằng Sau Redcat Motion,Podcast,Kiến thức,24.2
390,779,4985,Liêu Trai Chí Dị,Truyện nói,Kinh điển Quốc tế,24.1
391,385,4484,Mẹ Do Thái Dạy Con Tư Duy,Sách nói,Con cái,24.07142857142857
392,573,4716,Tế bào gốc - Bí mật của suối nguồn tuổi trẻ ,Sách nói,Sức khoẻ,24.01666666666667
393,154,4190,Marketing - Đột Phá Trước Khi Bị Đá,Sách nói,Marketing,23.975
394,728,4921,Triết Lý Chợ Cá Cho Cuộc Sống 4,Sách nói,Hạnh phúc,23.96
395,390,4490,Xin Lỗi Em Chỉ Là Con Đĩ,Truyện nói,Ngôn tình,23.84444444444445
396,547,4689,17 tố chất thiết yếu của team player ,Sách nói,Kỹ năng,23.7
397,961,5236,Tam Quốc Diễn Nghĩa 1,Truyện nói,Kinh điển Quốc tế,23.67222222222222
398,115,4125,[Sách Tóm Tắt] Thoát Khỏi Bẫy Cảm Xúc,Sách tóm tắt,Sách tóm tắt,23.6
399,372,4465,Chọn Thành Sếp,Sách nói,Lãnh đạo,23.6
400,534,4674,Tìm Bình Yên Giữa Vạn Biến,Sách nói,Hạnh phúc,23.56666666666667
401,257,4324,Truyện Ngắn Thạch Lam 3 - Tối Ba Mươi,Truyện nói,Kinh điển Việt Nam,23.5
402,754,4951,Chuyện Dễ Đùa Khó Nói,Sách nói,Con cái,23.5
403,90,4034,[Sách Tóm Tắt] Jack Ma - Triết Lý Sống Của Tôi,Sách tóm tắt,Sách tóm tắt,23.46666666666667
404,59,3917,Những Bài Học Đáng Giá Về Giàu Có,Sách nói,Kinh doanh,23.45882352941176
405,275,4355,Ai Rồi Cũng Khác,Truyện nói,Văn học VN Hiện đại,23.43333333333333
406,625,4786,Mọi thứ đều có thể thay đổi,Sách nói,Kỹ năng,23.375
407,958,5223,Anh Là Ai Tôi Là Ai,Sách nói,Tâm lý,23.35
408,638,4806,Bí mật ngôn ngữ cơ thể ,Sách nói,Kỹ năng,23.32777777777778
409,418,4527,[Sách Tóm Tắt] Streampunks - Kẻ nổi loạn định dạng lại ngành truyền thông,Sách tóm tắt,Sách tóm tắt,23.3
410,732,4926,Streampunks: Kẻ Nổi Loạn Định Dạng Lại Ngành Truyền Thông,Sách nói,Kinh doanh,23.3
411,684,4861,Lớp Học Của Anh Bồ Câu Trắng ,Thiếu nhi,Thiếu nhi,23.25
412,66,3926,An Nhiên Như Nắng,Sách nói,Tâm linh,23.22
413,251,4318,An Tư Công Chúa,Sách nói,Lịch sử,23.2
414,221,4279,Truyện Ngắn Thạch Lam 1 - Hai Đứa Trẻ,Truyện nói,Kinh điển Việt Nam,23.12727272727273
415,859,5090,Khi chàng không như bạn mong muốn,Sách nói,Lứa đôi,23.1
416,718,4911,Những Bài Học Cuộc Sống,Sách nói,Hạnh phúc,23.08
417,18,3872,[Sách Tóm Tắt] Warren Buffett - Quá Trình Hình Thành Một Nhà Tư Bản Mỹ,Sách tóm tắt,Sách tóm tắt,22.97142857142858
418,453,4571,Phút Nhìn Lại Mình,Sách nói,Hạnh phúc,22.95
419,5,3824,[Sách Tóm Tắt] 15 Nguyên Tắc Vàng Về Phát Triển Bản Thân,Sách tóm tắt,Sách tóm tắt,22.69444444444445
420,374,4468,Bí Quyết Giỏi Tiếng Anh,Podcast,Học ngoại ngữ,22.68
421,165,4202,Thế Giới Ba Không,Sách nói,Thành công,22.6
422,811,5027,Lợi Thế Bán Hàng,Sách nói,Kinh doanh,22.55454545454546
423,664,4838,Bí Quyết Thành Công Dành Cho Bạn Trẻ,Sách nói,Thành công,22.55
424,86,4008,"[Sách Tóm Tắt] Kiểm Soát Thời Gian, Chu Toàn Mọi Việc",Sách tóm tắt,Sách tóm tắt,22.54285714285714
425,201,4252,Yêu Là Đủ,Podcast,Tâm sự,22.4
426,31,3887,Bí Quyết Làm Chủ Đồng Tiền,Sách nói,Kỹ năng,22.32083333333334
427,309,4395,Chàng Ngốc Ivan,Thiếu nhi,Thiếu nhi,22.3
428,939,5198,Cẩm Nang Phương Pháp Sư Phạm,Sách nói,Kỹ năng,22.3
429,771,4975,THÁCH THỨC THIỀN 7 NGÀY | INNER SPACE,Podcast,Thiền - Tĩnh tâm,22.15
430,481,4603,Tuổi 40 Trải Nghiệm,Sách nói,Thành công,22.13846153846155
431,946,5206,Tuổi Trẻ Không Bao Giờ Quay Lại - Tuyển Chọn Những Câu Chuyện Hay Nhất,Sách nói,Thành công,22.1
432,845,5066,Thiện Căn Phước Đức Nhân Duyên,Podcast,Pháp thoại,22.1
433,230,4289,Tự Truyện Helen Keller - Câu Chuyện Đời Tôi,Sách nói,Danh nhân,22.03333333333333
434,730,4923,Từ Địa Ngục Trở Về ,Truyện nói,Văn học Quốc tế Hiện đại,21.9
435,386,4485,Không Cẩn Thận Họa Lớn Rồi,Truyện nói,Ngôn tình,21.9
436,617,4778,Quyền chọn là ở bạn,Sách nói,Thành công,21.87857142857143
437,626,4787,Cẩm nang quản lý,Sách nói,Lãnh đạo,21.825
438,876,5111,Sức Mạnh Của Trí Tuệ Sáng Tạo,Sách nói,Marketing,21.8
439,532,4672,The Four - Tứ Đại Quyền Lực,Sách nói,Kinh doanh,21.75263157894737
440,483,4605,Mở Lối Yêu Thương,Sách nói,Tâm linh,21.75
441,576,4719,Khổng tử tinh hoa,Sách nói,Danh nhân,21.73333333333333
442,226,4285,Sống Ở Thể Chủ Động,Sách nói,Thành công,21.7
443,704,4884,Muối Của Tình Yêu,Truyện nói,Văn học Quốc tế Hiện đại,21.575
444,666,4841,Loa Phường Xéo Xắt (by Hoa Học Trò),Podcast,Giải trí,21.33333333333333
445,828,5045,Kinh Những Lời Phật Dạy,Podcast,Pháp thoại,21.28888888888889
446,536,4676,Khi Mọi Điểm Tựa Đều Mất,Sách nói,Hạnh phúc,21.24444444444444
447,357,4447,Truyện Ngắn Vũ Trọng Phụng 1 - Con Người Điêu Trá,Truyện nói,Kinh điển Việt Nam,21.225
448,784,4991,Ruồi Trâu,Truyện nói,Kinh điển Quốc tế,21.2
449,15,3846,[Sách Tóm Tắt] Ai Lấy Miếng Pho-Mát Của Tôi,Sách tóm tắt,Sách tóm tắt,21.175
450,107,4094,[Sách Tóm Tắt] Quảng Cáo Sáng Tạo,Sách tóm tắt,Sách tóm tắt,21.1
451,687,4865,Sức Mạnh Của Sự Tử Tế,Sách nói,Hạnh phúc,21.06666666666667
452,105,4089,[Sách Tóm Tắt] Phù Thủy Sàn Chứng Khoán,Sách tóm tắt,Sách tóm tắt,21.0
453,587,4733,Khơi sáng tinh thần & Giải toả Stress,Sách nói,Tâm lý,20.96666666666667
454,276,4356,Điểm Tin Trong Nước,Podcast,Tin tức,20.93
455,663,4837,Chiến lược dữ liệu,Sách nói,Công nghệ,20.86153846153845
456,662,4836,5 Điểm Chết Trong Teamwork ,Sách nói,Lãnh đạo,20.74166666666666
457,451,4569,Good Luck - Bí Mật Của May Mắn,Sách nói,Hạnh phúc,20.7125
458,795,5003,GAM7 Book No 4: Brand Touchpoints - Điểm Chạm Thương Hiệu,Sách nói,Marketing,20.7
459,0,3808,[Sách Tóm Tắt] 10 Điều Khác Biệt Giữa Kẻ Giàu Và Người Nghèo,Sách tóm tắt,Sách tóm tắt,20.68571428571429
460,501,4626,Tư duy cá mập suy nghĩ cá vàng,Sách nói,Kỹ năng,20.675
461,170,4208,"Tư Duy ""Không Bao Biện""",Sách nói,Lãnh đạo,20.59
462,602,4754,Podcast Của Chuông,Podcast,Tâm sự,20.58333333333333
463,127,4161,[Sách Tóm Tắt] Tư Duy Nhanh Và Chậm,Sách tóm tắt,Sách tóm tắt,20.475
464,751,4948,Bí Ẩn Nữ Giới,Sách nói,Lứa đôi,20.45833333333334
465,204,4256,Podcast THE QUOC KHANH SHOW,Podcast,Kiến thức,20.4
466,578,4721,Khác Biệt Để Bứt Phá,Sách nói,Kinh doanh,20.32727272727272
467,195,4245,Sổ Tay CEO - Phòng Chống Gián Điệp Trong Doanh Nghiệp,Sách nói,Lãnh đạo,20.3
468,441,4558,Cuộc Chiến Không Hồi Kết,Sách nói,Danh nhân,20.2
469,568,4711,Lagom Vừa Đủ - Đẳng Cấp Sống Của Người Thụy Điển,Sách nói,Hạnh phúc,20.19166666666667
470,879,5114,Khám phá ngôn ngữ tư duy,Sách nói,Kỹ năng,20.09
471,541,4682,100 Quy Luật Bất Biến Để Thành Công Trong Kinh Doanh,Sách nói,Kinh doanh,20.06
472,152,4188,Lan Tỏa Ảnh Hưởng Thời Kỹ Thuật Số,Sách nói,Marketing,20.0
473,679,4855,Ngay Cả Buffett Cũng Không Hoàn Hảo,Sách nói,Thành công,20.0
